Clusters,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,education_Graduation,MntTotal,MntRegularProds,AcceptedCmpOverall,NumPurchases,Childrenhome,Is_Educated
0,37816.50039840637,48.44462151394422,68.72509960159363,8.747410358565737,37.69561752988048,12.462948207171316,8.70996015936255,21.643027888446216,2.2262948207171314,2.6637450199203188,0.8780876494023905,3.8071713147410358,6.187250996015936,0.10278884462151394,49.43505976095618,2493.057370517928,0.099601593625498,0.39282868525896414,0.22470119521912352,0.2557768924302789,0.49800796812749004,147.93386454183266,124.84860557768924,0.09322709163346614,9.575298804780877,0.8653386454183267,0.3545816733067729
1,73960.50306748466,50.45398773006135,919.7239263803681,41.42944785276074,342.07361963190186,59.14110429447853,41.392638036809814,62.377300613496935,1.8711656441717792,5.914110429447852,5.58282208588957,8.831288343558283,4.245398773006135,0.3374233128834356,52.5,2580.8742331288345,0.11349693251533742,0.36503067484662577,0.21779141104294478,0.27300613496932513,0.4110429447852761,1452.435582822086,1381.8588957055215,0.6226993865030674,22.199386503067483,0.4233128834355828,0.549079754601227
2,67717.76762820513,49.38942307692308,433.04487179487177,37.60897435897436,271.29487179487177,58.51602564102564,40.5625,64.84775641025641,2.171474358974359,5.9423076923076925,4.623397435897436,8.307692307692308,4.033653846153846,0.15064102564102563,53.70192307692308,2516.653846153846,0.10897435897435898,0.38782051282051283,0.1987179487179487,0.2532051282051282,0.5673076923076923,915.8701923076923,846.7115384615385,0.26282051282051283,21.044871794871796,0.5657051282051282,0.34615384615384615
